"","Isolate","level 1","level 2","level 3","level 4","level 5","level 6","level 7","level 8","level 9","level 10","level 11","level 12"
"1","1944|KM204119|USA.Hawaii",1,1,1,1,1,1,1,1,1,1,1,1
"1850","2009|JF960213|Singapore",11,28,57,80,101,112,118,121,120,119,119,119
"1851","2009|JF960214|Singapore",8,21,33,47,53,61,70,71,71,71,71,71
"1852","2009|JF960215|Singapore",13,32,59,81,102,113,119,122,121,120,120,120
"1853","2009|JF960216|Singapore",13,32,59,81,102,113,119,122,121,120,120,120
"1854","2009|JF960217|Singapore",7,18,42,57,61,139,144,149,149,148,148,148
"1855","2009|JF960218|Singapore",13,32,59,81,102,113,119,122,121,120,120,120
"1856","2009|JF960219|Singapore",7,18,42,57,60,67,76,79,78,78,78,78
"1857","2009|JF967850|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1858","2009|JF967851|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1859","2009|JF967852|Vietnam",6,15,53,76,107,119,125,129,128,127,127,127
"1860","2009|JF967853|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1861","2009|JF967855|Indonesia",8,21,33,47,53,61,70,71,71,71,71,71
"1862","2009|JF967856|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1863","2009|JF967857|Indonesia",11,27,51,91,121,135,141,146,146,145,145,145
"1864","2009|JF967858|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1865","2009|JF967859|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1866","2009|JF967860|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1867","2009|JF967861|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1868","2009|JF967862|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1869","2009|JF967863|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1870","2009|JF967864|Vietnam",6,15,53,75,80,92,97,100,99,99,99,99
"1871","2009|JF967866|Indonesia",11,27,51,91,121,135,141,146,146,145,145,145
"1872","2009|JF967868|Indonesia",8,21,33,47,53,61,70,71,71,71,71,71
"1873","2009|JF967869|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1874","2009|JF967870|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1875","2009|JF967871|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1876","2009|JF967872|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1877","2009|JF967873|Vietnam",6,15,53,76,107,119,125,129,128,127,127,127
"1878","2009|JF967874|Vietnam",6,15,53,75,80,92,97,100,99,99,99,99
"1879","2009|JF967875|Indonesia",8,21,32,41,47,56,145,150,150,149,149,149
"1880","2009|JF967876|Malaysia",13,33,61,83,109,120,126,130,129,128,128,128
"1881","2009|JF967877|Indonesia",13,33,62,96,126,140,146,151,151,150,150,150
"1882","2009|JF967878|Thailand",8,21,34,86,113,126,147,152,152,151,151,151
"1883","2009|JF967879|Thailand",7,17,39,54,59,66,75,78,77,77,77,77
"1884","2009|JF967880|Thailand",8,21,32,43,90,104,110,111,110,110,110,110
"1885","2009|JF967881|Vietnam",3,10,46,65,67,73,80,83,82,82,82,82
"1886","2009|JF967882|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1887","2009|JF967883|Vietnam",6,14,18,68,77,88,94,97,96,96,96,96
"1888","2009|JF967884|Thailand",6,15,53,75,79,87,93,96,95,95,95,95
"1889","2009|JF967885|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1890","2009|JF967886|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1891","2009|JF967887|Malaysia",13,32,59,81,102,113,119,122,121,120,120,120
"1892","2009|JF967888|Thailand",8,21,32,43,90,104,110,111,110,110,110,110
"1893","2009|JF967889|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1894","2009|JF967890|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"1895","2009|JF967891|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1896","2009|JF967892|Vietnam",6,15,53,75,79,87,93,96,95,95,95,95
"1897","2009|JF967893|Vietnam",6,15,53,76,107,119,125,129,128,127,127,127
"1898","2009|JF967894|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1899","2009|JN054256|Sri_Lanka",7,18,42,57,60,67,76,79,78,78,78,78
"1900","2009|JN380803|Singapore",11,28,57,80,101,112,118,121,120,119,119,119
"1901","2009|JN380804|Singapore",11,28,57,80,101,112,118,121,120,119,119,119
"1902","2009|JN380805|Singapore",11,28,57,80,101,112,118,121,120,119,119,119
"1903","2009|JN415519|Papua_New_Guinea",11,26,35,44,50,59,68,69,69,69,69,69
"1904","2009|JN638326|Thailand",8,21,32,42,88,107,148,153,153,152,152,152
"1905","2009|JN638327|Thailand",7,18,43,98,128,141,149,154,154,153,153,153
"1906","2009|JN638335|Thailand",8,21,34,86,113,126,147,152,152,151,151,151
"1907","2009|JQ403519|China",8,21,32,43,90,104,110,111,110,110,110,110
"1908","2009|JX446299|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"1909","2009|JX446300|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"1910","2009|JX446301|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1911","2009|JX446302|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"1912","2009|JX446303|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1913","2009|JX446304|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1914","2009|JX446305|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"1915","2009|JX446306|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1916","2009|JX476084|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1917","2009|JX476085|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"1918","2009|JX569839|Vietnam",6,15,53,76,108,142,150,155,155,154,154,154
"1919","2009|JX569840|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1920","2009|JX569841|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1921","2009|JX569842|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1922","2009|JX569843|Vietnam",6,15,53,76,108,142,150,155,155,154,154,154
"1923","2009|JX569844|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1924","2009|JX569845|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1925","2009|JX569846|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1926","2009|KC172832|Laos",2,7,48,69,72,80,87,90,89,89,89,89
"1927","2009|KC182086|Laos",8,21,32,42,87,103,133,138,138,137,137,137
"1928","2009|KC182087|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1929","2009|KC182088|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1930","2009|KC182089|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1931","2009|KC182090|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1932","2009|KC861917|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1933","2009|KC861919|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1934","2009|KC861924|Vietnam",3,10,46,64,65,131,137,142,142,141,141,141
"1935","2009|KC861925|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1936","2009|KC861927|Vietnam",9,23,26,36,40,47,56,58,57,57,57,57
"1937","2009|KC861928|Vietnam",5,13,14,19,24,33,40,42,41,41,41,41
"1938","2009|KC861931|Vietnam",3,9,12,33,39,46,55,57,56,56,56,56
"1939","2009|KC861936|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1940","2009|KC861942|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1941","2009|KC861944|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1942","2009|KC861945|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1943","2009|KC861946|Vietnam",3,9,12,35,129,144,151,156,156,155,155,155
"1944","2009|KC861949|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1945","2009|KC861950|Vietnam",3,9,12,35,129,145,152,157,157,156,156,156
"1946","2009|KC861953|Vietnam",9,24,37,51,86,98,103,106,105,105,105,105
"1947","2009|KC861957|Vietnam",3,9,12,35,129,144,151,156,156,155,155,155
"1948","2009|KC861959|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1949","2009|KC861960|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1950","2009|KC861962|Vietnam",3,8,7,14,17,25,31,32,31,31,31,31
"1951","2009|KC861963|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"1952","2009|KC861968|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1953","2009|KC861973|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"1954","2009|KT373893|Thailand",4,12,23,101,131,146,153,158,158,157,157,157
"1955","2009|KT373894|Thailand",7,18,42,57,60,67,76,79,78,78,78,78
"1956","2009|KT373895|Thailand",7,18,42,57,60,67,76,79,78,78,78,78
"1957","2009|KT373896|Thailand",8,21,32,41,48,83,111,112,112,158,158,158
"1958","2009|KT373897|Thailand",8,21,32,43,90,104,110,111,110,110,110,110
"1959","2009|KT373898|Thailand",12,30,44,60,62,69,77,80,79,79,79,79
"1960","2009|KT373899|Thailand",8,21,32,42,87,103,133,138,138,137,137,137
"1961","2009|KT373900|Thailand",12,30,44,63,120,134,140,145,145,144,144,144
"1962","2009|KT373901|Thailand",8,21,32,41,48,83,112,134,134,133,133,133
"1963","2009|KT373902|Thailand",7,18,43,98,128,141,149,154,154,153,153,153
"1964","2009|KT824965|NA",8,21,32,43,90,104,110,111,110,110,110,110
"1965","2009|KU509256|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"1966","2009|KX646376|Indonesia",8,21,33,47,53,61,70,71,71,71,71,71
"1967","2009|KX646377|Indonesia",8,21,33,47,53,61,70,71,71,71,71,71
"1968","2009|KX646378|Indonesia",13,33,62,96,126,140,146,151,151,150,150,150
"1969","2009|KX646379|Indonesia",13,33,62,96,126,140,146,151,151,150,150,150
"1970","2009|KX646380|Indonesia",8,21,33,47,53,61,70,71,71,71,71,71
"1971","2009|KX646381|Indonesia",8,21,33,47,53,61,70,71,71,71,71,71
"1972","2009|KY849701|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1973","2009|KY849707|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1974","2009|KY849708|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1975","2009|KY849709|Laos",8,21,34,87,116,148,154,159,159,159,159,159
"1976","2009|KY849710|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1977","2009|KY849711|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1978","2009|KY849712|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1979","2009|KY849713|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1980","2009|KY849714|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1981","2009|KY849715|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1982","2009|KY849716|Laos",8,21,34,87,116,148,154,159,159,159,159,159
"1983","2009|KY849717|Laos",8,21,34,87,116,148,154,159,159,159,159,159
"1984","2009|KY849718|Laos",8,21,34,87,116,148,154,159,159,159,159,159
"1985","2009|KY849719|Laos",8,21,34,87,116,148,154,159,159,159,159,159
"1986","2009|KY849720|Laos",10,25,28,37,42,49,58,60,59,59,59,59
"1987","2009|KY849724|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"1988","2009|KY849725|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"1989","2009|KY849726|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"1990","2009|KY849727|Laos",8,21,32,42,87,103,133,138,138,137,137,137
"1991","2009|KY849728|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"1992","2009|KY849729|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"1993","2009|KY849742|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"1994","2009|KY849745|Laos",2,5,6,13,95,129,135,140,140,139,139,139
"1995","2009|KY849746|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"1996","2009|KY849748|Laos",8,21,34,87,116,148,154,159,159,159,159,159
"1997","2009|KY849750|Laos",8,21,32,42,87,103,133,138,138,137,137,137
"1998","2009|KY971691|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"1999","2009|KY971692|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2000","2009|KY971693|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2001","2009|KY971694|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2002","2009|KY971695|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2003","2009|KY971696|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2004","2009|KY971697|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2005","2009|KY971698|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2006","2009|KY971699|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2007","2009|KY971700|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2008","2010|AB597966|Indonesia",8,20,25,95,133,149,155,160,160,160,160,160
"2009","2010|AB597967|Indonesia",8,20,25,95,133,149,155,160,160,160,160,160
"2010","2010|AB597968|Indonesia",8,20,25,95,133,149,155,160,160,160,160,160
"2011","2010|AB597969|Indonesia",8,20,25,95,133,149,155,160,160,160,160,160
"2012","2010|AB597970|Indonesia",8,20,25,95,133,149,155,160,160,160,160,160
"2013","2010|AB597971|Indonesia",8,20,25,95,133,149,155,160,160,160,160,160
"2014","2010|AB597972|Indonesia",8,20,25,95,133,149,155,160,160,160,160,160
"2015","2010|AB597973|Indonesia",8,20,25,95,133,149,155,160,160,160,160,160
"2016","2010|AB597974|Indonesia",8,20,25,95,133,149,155,160,160,160,160,160
"2017","2010|AB597975|Indonesia",8,20,25,95,133,149,155,160,160,160,160,160
"2018","2010|AB597976|Indonesia",8,20,25,95,133,149,155,160,160,160,160,160
"2019","2010|AB597977|Indonesia",8,20,25,95,133,149,155,160,160,160,160,160
"2020","2010|AB624553|Indonesia",8,21,32,41,47,57,156,161,161,161,161,161
"2021","2010|AB624554|Indonesia",8,21,32,41,47,57,156,161,161,161,161,161
"2022","2010|HG316481|Thailand",2,7,48,69,72,80,87,90,89,89,89,89
"2023","2010|HG316482|Thailand",8,21,32,42,87,102,109,110,109,109,109,109
"2024","2010|JF960220|Singapore",7,18,42,57,60,67,76,79,78,78,78,78
"2025","2010|JF960221|Singapore",6,15,53,75,79,87,93,96,95,95,95,95
"2026","2010|JF960222|Singapore",8,21,33,47,53,61,70,71,71,71,71,71
"2027","2010|JF960223|Singapore",13,32,59,81,102,113,119,122,121,120,120,120
"2028","2010|JF960224|Singapore",8,20,25,94,124,137,143,148,148,147,147,147
"2029","2010|JF960225|Singapore",11,27,52,103,135,151,157,162,162,162,162,162
"2030","2010|JF960226|Singapore",11,27,52,103,135,151,157,162,162,162,162,162
"2031","2010|JF960227|Singapore",11,27,52,103,135,151,157,162,162,162,162,162
"2032","2010|JF960228|Singapore",13,32,59,81,102,113,119,122,121,120,120,120
"2033","2010|JF960229|Singapore",11,27,52,103,135,151,157,162,162,162,162,162
"2034","2010|JF960230|Singapore",11,27,52,103,135,151,157,162,162,162,162,162
"2035","2010|JF960231|Singapore",11,27,52,103,135,151,157,162,162,162,162,162
"2036","2010|JF960232|Singapore",11,27,52,103,135,151,157,162,162,162,162,162
"2037","2010|JF960233|Singapore",11,27,52,103,135,151,157,162,162,162,162,162
"2038","2010|JF960234|Singapore",11,27,51,91,122,152,158,163,163,163,163,163
"2039","2010|JF967895|Indonesia",8,20,25,94,125,153,159,164,164,164,164,164
"2040","2010|JF967896|Indonesia",8,21,33,47,53,61,70,71,71,71,71,71
"2041","2010|JF967897|Malaysia",13,32,59,81,102,113,119,122,121,120,120,120
"2042","2010|JF967898|Vietnam",6,15,53,76,107,119,125,129,128,127,127,127
"2043","2010|JF967899|Indonesia",8,21,33,47,53,61,70,71,71,71,71,71
"2044","2010|JF967900|Indonesia",11,27,51,92,136,154,160,165,165,165,165,165
"2045","2010|JF967901|Indonesia",11,27,51,92,136,154,160,165,165,165,165,165
"2046","2010|JF967903|Indonesia",11,27,50,71,74,84,90,93,92,92,92,92
"2047","2010|JF967904|Indonesia",11,27,50,71,74,84,90,93,92,92,92,92
"2048","2010|JF967905|Indonesia",11,27,50,71,74,84,90,93,92,92,92,92
"2049","2010|JF967906|Indonesia",8,21,33,47,53,61,70,71,71,71,71,71
"2050","2010|JF967907|Indonesia",11,27,50,71,74,84,90,93,92,92,92,92
"2051","2010|JF967908|Indonesia",11,27,50,71,74,84,90,93,92,92,92,92
"2052","2010|JF967909|Vietnam",6,14,18,68,77,88,94,97,96,96,96,96
"2053","2010|JF967910|Vietnam",6,14,18,68,77,88,94,97,96,96,96,96
"2054","2010|JF967911|Malaysia",13,33,61,83,109,120,126,130,129,128,128,128
"2055","2010|JF967912|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"2056","2010|JF967913|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"2057","2010|JF967914|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"2058","2010|JF967915|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"2059","2010|JF967916|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2060","2010|JF967917|Singapore",8,21,33,47,53,61,70,71,71,71,71,71
"2061","2010|JF967919|Cambodia",8,21,32,42,87,103,133,138,138,137,137,137
"2062","2010|JF967920|Malaysia",13,33,61,83,109,120,126,130,129,128,128,128
"2063","2010|JF967921|Thailand",7,19,56,77,85,97,102,105,104,104,104,104
"2064","2010|JF967922|Indonesia",11,27,50,71,74,84,90,93,92,92,92,92
"2065","2010|JF967923|Thailand",8,21,32,41,48,83,111,113,166,166,166,166
"2066","2010|JF967924|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"2067","2010|JF967926|Thailand",11,27,50,71,74,84,90,93,92,92,92,92
"2068","2010|JF967927|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"2069","2010|JF967928|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"2070","2010|JF967929|Thailand",6,14,17,23,27,36,43,45,45,45,45,45
"2071","2010|JF967931|Indonesia",11,27,51,91,122,152,158,163,163,163,163,163
"2072","2010|JF967933|Vietnam",6,15,53,76,107,119,125,129,128,127,127,127
"2073","2010|JF967934|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"2074","2010|JF967940|Thailand",7,19,56,77,85,97,102,105,104,104,104,104
"2075","2010|JF967941|Vietnam",6,14,18,67,68,74,81,84,83,83,83,83
"2076","2010|JF967942|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"2077","2010|JF967943|Vietnam",9,24,37,51,86,98,103,106,105,105,105,105
"2078","2010|JF967944|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"2079","2010|JF967945|Thailand",8,21,32,41,48,83,111,112,111,111,111,111
"2080","2010|JF967947|Indonesia",11,27,50,71,74,84,90,93,92,92,92,92
"2081","2010|JF967948|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"2082","2010|JF967952|Cambodia",10,25,28,37,42,49,58,60,59,59,59,59
"2083","2010|JF967953|Vietnam",3,9,12,35,129,145,152,157,157,156,156,156
"2084","2010|JN029807|China",13,33,61,83,109,120,126,130,129,128,128,128
"2085","2010|JN029808|China",7,19,56,77,85,97,102,105,104,104,104,104
"2086","2010|JN029811|China",13,33,61,83,109,120,126,130,129,128,128,128
"2087","2010|JN029813|China",13,33,61,83,109,120,126,130,129,128,128,128
"2088","2010|JN029814|China",13,33,61,83,109,120,126,130,129,128,128,128
"2089","2010|JN054255|Sri_Lanka",7,18,42,57,61,139,144,149,149,148,148,148
"2090","2010|JN376783|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"2091","2010|JN380806|Singapore",8,21,33,47,53,61,70,71,71,71,71,71
"2092","2010|JN380807|Singapore",8,21,33,47,53,61,70,71,71,71,71,71
"2093","2010|JN415487|Vietnam",6,15,55,106,138,155,161,166,167,167,167,167
"2094","2010|JN415489|Indonesia",8,22,64,107,139,156,162,167,168,168,168,168
"2095","2010|JN415490|Indonesia",11,27,50,71,74,84,90,93,92,92,92,92
"2096","2010|JN415491|Indonesia",8,21,32,41,47,56,145,150,150,149,149,149
"2097","2010|JN415528|Thailand",8,21,32,42,87,102,109,110,109,109,109,109
"2098","2010|JQ317733|China",13,33,61,83,109,120,126,130,129,128,128,128
"2099","2010|JQ403520|China",10,25,28,37,42,49,58,60,59,59,59,59
"2100","2010|JQ403521|China",6,14,18,67,68,74,81,84,83,83,83,83
"2101","2010|JQ896294|NA",7,19,56,77,85,97,102,105,104,104,104,104
"2102","2010|KC182082|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2103","2010|KC182083|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2104","2010|KC182084|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2105","2010|KC182091|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"2106","2010|KC182092|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"2107","2010|KC182093|Laos",10,25,28,37,42,49,58,60,59,59,59,59
"2108","2010|KC182094|Laos",10,25,28,37,42,49,58,60,59,59,59,59
"2109","2010|KC182095|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2110","2010|KC182108|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2111","2010|KC182109|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2112","2010|KC182110|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2113","2010|KC182111|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2114","2010|KC182112|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2115","2010|KC182113|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2116","2010|KC762639|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"2117","2010|KC762642|Indonesia",11,28,58,84,110,122,163,168,169,169,169,169
"2118","2010|KC762647|Indonesia",11,26,35,44,50,59,68,69,69,69,69,69
"2119","2010|KM216666|Indonesia",8,20,25,94,124,138,164,169,170,170,170,170
"2120","2010|KM216670|Indonesia",11,27,50,71,74,84,90,93,92,92,92,92
"2121","2010|KM216674|Indonesia",13,33,62,96,127,157,165,170,171,171,171,171
"2122","2010|KM216680|Indonesia",11,27,51,92,137,158,166,171,172,172,172,172
"2123","2010|KM216681|Indonesia",11,27,50,71,74,84,90,93,92,92,92,92
"2124","2010|KT204460|Indonesia",8,20,25,95,133,149,155,160,160,160,160,160
"2125","2010|KU509253|Indonesia",11,27,51,92,137,158,166,171,172,172,172,172
"2126","2010|KU509258|Eritrea",1,3,30,40,44,52,61,64,64,64,64,64
"2127","2010|KU570094|China",7,19,56,77,85,97,102,105,104,104,104,104
"2128","2010|KY849702|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2129","2010|KY849703|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2130","2010|KY849721|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"2131","2010|KY849722|Laos",8,21,34,87,116,148,154,159,159,159,159,159
"2132","2010|KY849723|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"2133","2010|KY849730|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2134","2010|KY849731|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2135","2010|KY849732|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2136","2010|KY849733|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2137","2010|KY849734|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2138","2010|KY849735|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2139","2010|KY849736|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2140","2010|KY849737|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2141","2010|KY849738|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2142","2010|KY849739|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2143","2010|KY849743|Laos",10,25,28,37,42,49,58,60,59,59,59,59
"2144","2010|KY849744|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"2145","2010|KY849747|Laos",7,19,56,77,85,97,102,105,104,104,104,104
"2146","2010|KY849751|Laos",8,21,34,87,115,128,134,139,139,138,138,138
"2147","2010|KY971701|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2148","2010|KY971702|Vietnam",6,14,18,68,77,88,94,97,96,96,96,96
"2149","2010|KY971703|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2150","2010|KY971704|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2151","2010|KY971705|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"2152","2010|KY971706|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"2153","2010|KY971707|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"2154","2010|KY971708|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"2155","2010|KY971709|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2156","2010|KY971710|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2157","2010|KY971711|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2158","2010|KY971712|Vietnam",10,25,28,37,42,49,58,60,59,59,59,59
"2159","2011|AB111066|NA",2,5,5,8,10,22,39,40,39,39,39,39
"2160","2011|AB111067|NA",7,16,19,24,28,37,44,46,46,46,46,46
"2161","2011|JN376784|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"2162","2011|JQ317754|China",7,16,19,24,28,37,44,46,46,46,46,46
"2163","2011|JX093655|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"2164","2011|JX093656|Vietnam",6,15,54,82,106,116,122,125,124,123,123,123
"2165","2011|JX093657|Vietnam",3,9,12,35,130,159,167,172,173,173,173,173
"2166","2011|JX093658|Vietnam",6,14,17,23,27,36,43,45,45,45,45,45
"2167","2011|JX093659|Vietnam",6,15,53,76,107,119,125,129,128,127,127,127
